Traditional Autoencoder with Modified ReLU,Iterations,Loss
-6 dB,-3 dB,0 dB,3 dB,6 dB
2001
-6 dB,211.501266479
-6 dB,195.804672241
-6 dB,210.041656494
-6 dB,199.460327148
-6 dB,188.090270996
-6 dB,196.513595581
-6 dB,195.942901611
-6 dB,185.65927124
-6 dB,181.200897217
-6 dB,181.854095459
-6 dB,180.071807861
-6 dB,172.712982178
-6 dB,178.533752441
-6 dB,167.437286377
-6 dB,162.034240723
-6 dB,160.026702881
-6 dB,160.568725586
-6 dB,154.717971802
-6 dB,151.311813354
-6 dB,155.673126221
-6 dB,152.314956665
-6 dB,142.609924316
-6 dB,138.587310791
-6 dB,132.965179443
-6 dB,136.088317871
-6 dB,133.544296265
-6 dB,135.41607666
-6 dB,124.430839539
-6 dB,125.409660339
-6 dB,127.836029053
-6 dB,126.390800476
-6 dB,119.611846924
-6 dB,118.18347168
-6 dB,118.947517395
-6 dB,113.58946228
-6 dB,109.245361328
-6 dB,103.953910828
-6 dB,103.395866394
-6 dB,108.951461792
-6 dB,99.8839187622
-6 dB,94.9046020508
-6 dB,96.6344680786
-6 dB,95.8542022705
-6 dB,87.67578125
-6 dB,84.152557373
-6 dB,87.5070343018
-6 dB,89.9065093994
-6 dB,87.6436462402
-6 dB,80.0890197754
-6 dB,86.0901184082
-6 dB,80.2520904541
-6 dB,73.8254394531
-6 dB,75.8918609619
-6 dB,71.7851104736
-6 dB,72.8819274902
-6 dB,69.7970733643
-6 dB,72.5186004639
-6 dB,64.8862915039
-6 dB,69.56665802
-6 dB,68.9195861816
-6 dB,65.8753814697
-6 dB,61.1205215454
-6 dB,60.7297058105
-6 dB,62.1237602234
-6 dB,57.1708869934
-6 dB,52.1110916138
-6 dB,55.6243667603
-6 dB,56.3004570007
-6 dB,48.7395553589
-6 dB,50.7147102356
-6 dB,45.3690261841
-6 dB,50.3572502136
-6 dB,48.9612998962
-6 dB,44.1833190918
-6 dB,47.6354598999
-6 dB,44.4438323975
-6 dB,46.1769866943
-6 dB,39.217010498
-6 dB,38.4893417358
-6 dB,38.731502533
-6 dB,39.7092514038
-6 dB,38.6812057495
-6 dB,38.7654495239
-6 dB,36.1415405273
-6 dB,34.8469009399
-6 dB,35.1570358276
-6 dB,33.8289222717
-6 dB,31.8789558411
-6 dB,31.1955223083
-6 dB,32.635269165
-6 dB,29.5242462158
-6 dB,27.4617347717
-6 dB,30.2030277252
-6 dB,29.1737327576
-6 dB,26.8097496033
-6 dB,24.8040504456
-6 dB,25.9394931793
-6 dB,27.889081955
-6 dB,25.4706134796
-6 dB,25.4925727844
-6 dB,23.6280517578
-6 dB,21.6510276794
-6 dB,22.4684333801
-6 dB,22.6519851685
-6 dB,22.5106601715
-6 dB,22.9581813812
-6 dB,20.7783546448
-6 dB,20.9110355377
-6 dB,19.5081825256
-6 dB,22.3294067383
-6 dB,19.5878925323
-6 dB,19.3404483795
-6 dB,18.5248718262
-6 dB,19.2848434448
-6 dB,19.0220832825
-6 dB,15.5638923645
-6 dB,18.0897922516
-6 dB,17.6815681458
-6 dB,17.5445671082
-6 dB,18.1335716248
-6 dB,18.6671333313
-6 dB,19.0389308929
-6 dB,16.016122818
-6 dB,16.0407066345
-6 dB,16.3925895691
-6 dB,17.2480640411
-6 dB,14.9433002472
-6 dB,15.7211647034
-6 dB,15.5162401199
-6 dB,16.1485366821
-6 dB,16.9417762756
-6 dB,13.2502279282
-6 dB,14.5109815598
-6 dB,15.4095935822
-6 dB,12.5364837646
-6 dB,14.2809171677
-6 dB,15.4992456436
-6 dB,13.1223335266
-6 dB,13.839217186
-6 dB,15.1932907104
-6 dB,11.855381012
-6 dB,12.5309906006
-6 dB,13.0988206863
-6 dB,14.475564003
-6 dB,13.8761692047
-6 dB,12.9824352264
-6 dB,12.2740268707
-6 dB,14.119685173
-6 dB,14.2187232971
-6 dB,13.0755710602
-6 dB,11.7514667511
-6 dB,13.7926568985
-6 dB,13.6224050522
-6 dB,12.8886222839
-6 dB,12.0902738571
-6 dB,11.9337692261
-6 dB,12.6563110352
-6 dB,12.7161121368
-6 dB,12.8833847046
-6 dB,14.354186058
-6 dB,11.8409452438
-6 dB,13.7647924423
-6 dB,13.0804185867
-6 dB,11.7642221451
-6 dB,12.0575294495
-6 dB,13.1594743729
-6 dB,12.3970108032
-6 dB,12.3908309937
-6 dB,11.6451387405
-6 dB,12.2955236435
-6 dB,12.5798807144
-6 dB,12.1336164474
-6 dB,12.3419437408
-6 dB,11.9614200592
-6 dB,12.7661781311
-6 dB,12.9094314575
-6 dB,12.9895191193
-6 dB,11.6053647995
-6 dB,11.86967659
-6 dB,11.7810630798
-6 dB,12.343755722
-6 dB,13.0746583939
-6 dB,12.4886989594
-6 dB,11.6745958328
-6 dB,11.5566272736
-6 dB,11.3561286926
-6 dB,11.7458429337
-6 dB,12.2772445679
-6 dB,10.867064476
-6 dB,11.6065120697
-6 dB,11.6412000656
-6 dB,12.2048797607
-6 dB,11.5318183899
-6 dB,11.6563463211
-6 dB,11.7203350067
-6 dB,10.1190834045
-6 dB,11.4845962524
-6 dB,11.6575584412
-6 dB,12.3469257355
-6 dB,11.388007164
-6 dB,11.2186431885
-6 dB,11.4650468826
-6 dB,11.0011787415
-6 dB,10.896987915
-6 dB,12.2099657059
-6 dB,10.7884540558
-6 dB,10.8568944931
-6 dB,12.1079072952
-6 dB,9.9072227478
-6 dB,12.3106088638
-6 dB,11.2652492523
-6 dB,11.6812467575
-6 dB,11.3702144623
-6 dB,11.383398056
-6 dB,10.9369792938
-6 dB,11.6654071808
-6 dB,11.1514873505
-6 dB,11.6272354126
-6 dB,10.7303066254
-6 dB,10.6123199463
-6 dB,10.6790418625
-6 dB,10.7447805405
-6 dB,11.8294200897
-6 dB,11.2997341156
-6 dB,10.8735771179
-6 dB,10.9914283752
-6 dB,10.3466949463
-6 dB,11.387131691
-6 dB,11.3239412308
-6 dB,10.2836723328
-6 dB,11.4343519211
-6 dB,11.7943897247
-6 dB,11.1290855408
-6 dB,10.6768074036
-6 dB,11.432636261
-6 dB,10.5651893616
-6 dB,10.9314613342
-6 dB,10.4221582413
-6 dB,11.5882911682
-6 dB,9.79722976685
-6 dB,9.99336719513
